bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_verse,lxx_tm
349789,,,,,,,,
349798,,,,,,,,
349840,ποιοῦσιν,present,active,indc,3,pl,PRO 11:24,present indc
349843,εἰσὶν,present,active,indc,3,pl,PRO 11:24,present indc
349857,,,,,,,,
349866,τεκταινόμενος,perfect,middle,ptcp,,sg,PRO 11:27,perfect ptcp
349871,ἐκζητοῦντα,present,active,ptcp,,sg,PRO 11:27,present ptcp
349874,πεποιθὼς,perfect,active,ptcp,,sg,PRO 11:28,perfect ptcp
349885,συμπεριφερόμενος,present,middle,ptcp,,sg,PRO 11:29,present ptcp
349914,ἀγαπᾷ,present,active,indc,3,sg,PRO 12:1,present indc
349916,ἀγαπᾷ,present,active,indc,3,sg,PRO 12:1,present indc
349919,,,,,,,,
349994,,,,,,,,
350002,ἐργαζόμενος,present,middle,ptcp,,sg,PRO 12:11,present ptcp
350007,,,,,,,,
350047,,,,,,,,
350058,,,,,,,,
350070,λέγοντες,present,active,ptcp,,pl,PRO 12:18,present ptcp
350119,,,,,,,,
350187,φυλάσσει,present,active,indc,3,sg,PRO 13:3,present indc
350189,τηρεῖ,present,active,indc,3,sg,PRO 13:3,present indc
350191,,,,,,,,
350260,,,,,,,,
350266,,,,,,,,
350272,,,,,,,,
350273,καταφρονεῖ,present,active,indc,3,sg,PRO 13:13,present indc
350321,ἀφαιρεῖται,present,middle,indc,3,sg,PRO 13:18,present indc
350324,,,,,,,,
350328,,,,,,,,
350338,συμπορευόμενος,present,middle,ptcp,,sg,PRO 13:20,present ptcp
350343,,,,,,,,
350359,θησαυρίζεται,present,middle,indc,3,sg,PRO 13:22,present indc
350375,φείδεται,present,middle,indc,3,sg,PRO 13:24,present indc
350377,μισεῖ,present,active,indc,3,sg,PRO 13:24,present indc
350380,,,,,,,,
350384,ἔσθων,present,active,ptcp,,sg,PRO 13:25,present ptcp
350401,πορευόμενος,present,middle,ptcp,,sg,PRO 14:2,present ptcp
350409,ἀτιμασθήσεται,future,passsive,indc,3,sg,PRO 14:2,future indc
350448,,,,,,,,
350476,,,,,,,,
350532,φοβηθεὶς,aorist,passsive,ptcp,,sg,PRO 14:16,aorist ptcp
350534,ἐξέκλινεν,imperfect,active,indc,3,sg,PRO 14:16,imperfect indc
350539,μείγνυται,present,middle,indc,3,sg,PRO 14:16,present indc
350541,πεποιθὼς,perfect,active,ptcp,,sg,PRO 14:16,perfect ptcp
350576,ἀτιμάζων,present,active,ptcp,,sg,PRO 14:21,present ptcp
350579,ἁμαρτάνει,present,active,indc,3,sg,PRO 14:21,present indc
350581,,,,,,,,
350612,ῥύσεται,future,middle,indc,3,sg,PRO 14:25,future indc
350657,,,,,,,,
350667,,,,,,,,
350673,ἐλεᾷ,present,active,indc,3,sg,PRO 14:31,present indc
350680,πεποιθὼς,perfect,active,ptcp,,sg,PRO 14:32,perfect ptcp
350709,,,,,,,,
350733,σκοπεύουσιν,present,active,indc,3,pl,PRO 15:3,present indc
350752,,,,,,,,
350763,ἀπολοῦνται,future,middle,indc,3,pl,PRO 15:6,future indc
350786,,,,,,,,
350794,μισοῦντες,present,active,ptcp,,pl,PRO 15:10,present ptcp
350884,τετριμμέναι,perfect,middle,ptcp,,pl,PRO 15:19,perfect ptcp
350892,μυκτηρίζει,present,active,indc,3,sg,PRO 15:20,present indc
350954,ἐξόλλυσιν,present,active,indc,3,sg,PRO 15:27,present indc
350956,,,,,,,,
350959,,,,,,,,
350989,,,,,,,,
350996,ἀπωθεῖται,present,middle,indc,3,sg,PRO 15:32,present indc
350998,μισεῖ,present,active,indc,3,sg,PRO 15:32,present indc
351001,,,,,,,,
351003,ἀγαπᾷ,present,active,indc,3,sg,PRO 15:32,present indc
351030,,,,,,,,
351135,,,,,,,,
351173,φυλάσσει,present,active,indc,3,sg,PRO 16:17,present indc
351175,τηρεῖ,present,active,indc,3,sg,PRO 16:17,present indc
351197,,,,,,,,
351203,,,,,,,,
351267,ὀρύσσει,present,active,indc,3,sg,PRO 16:27,present indc
351281,διαχωρίζει,present,active,indc,3,sg,PRO 16:28,present indc
351293,στηρίζων,present,active,ptcp,,sg,PRO 16:30,present ptcp
351298,ὁρίζει,present,active,indc,3,sg,PRO 16:30,present indc
351315,,,,,,,,
351341,,,,,,,,
351349,,,,,,,,
351366,,,,,,,,
351370,ὑπακούει,present,active,indc,3,sg,PRO 17:4,present indc
351375,προσέχει,present,active,indc,3,sg,PRO 17:4,present indc
351379,καταγελῶν,present,active,ptcp,,sg,PRO 17:5,present ptcp
351422,κρύπτει,present,active,indc,3,sg,PRO 17:9,present indc
351424,ζητεῖ,present,active,indc,3,sg,PRO 17:9,present indc
351427,,,,,,,,
351430,διίστησιν,present,active,indc,3,sg,PRO 17:9,present indc
351459,ἀποδίδωσιν,present,active,indc,3,sg,PRO 17:13,present indc
351479,κρίνει,present,active,indc,3,sg,PRO 17:15,present indc
351482,κρίνει,present,active,indc,3,sg,PRO 17:15,present indc
351503,ὑπαρχέτω,present,active,impv,3,sg,PRO 17:17,present impv
351514,ἐπικροτεῖ,present,active,indc,3,sg,PRO 17:18,present indc
351516,ἐγγυώμενος,present,middle,ptcp,,sg,PRO 17:18,present ptcp
351521,χαίρει,present,active,indc,3,sg,PRO 17:19,present indc
351523,χαίρει,present,active,indc,3,sg,PRO 17:19,present indc
351525,,,,,,,,
351527,,,,,,,,
351535,,,,,,,,
351541,,,,,,,,
351600,φείδεται,present,middle,indc,3,sg,PRO 17:27,present indc
351602,προέσθαι,aorist,middle,infv,,,PRO 17:27,aorist infv
351610,ἐπερωτήσαντι,aorist,active,ptcp,,sg,PRO 17:28,aorist ptcp
351613,ποιήσας,aorist,active,ptcp,,sg,PRO 17:28,aorist ptcp
351692,ἰώμενος,present,middle,ptcp,,sg,PRO 18:9,present ptcp
351730,ἀποκρίνεται,present,middle,indc,3,sg,PRO 18:13,present indc
351786,βοηθούμενος,present,middle,ptcp,,sg,PRO 18:19,present ptcp
351842,,,,,,,,
351859,,,,,,,,
351862,,,,,,,,
351910,ἐρεθίζει,present,active,indc,3,sg,PRO 19:7,present indc
351914,κτώμενος,present,middle,ptcp,,sg,PRO 19:8,present ptcp
351916,ἀγαπᾷ,present,active,indc,3,sg,PRO 19:8,present indc
351918,φυλάσσει,present,active,indc,3,sg,PRO 19:8,present indc
351983,ἁρμόζεται,present,middle,indc,3,sg,PRO 19:14,present indc
352019,ζημιωθήσεται,future,passsive,indc,3,sg,PRO 19:19,future indc
352092,καταισχυνθήσεται,future,passsive,indc,3,sg,PRO 19:26,future indc
352094,ἔσται,future,middle,indc,3,sg,PRO 19:26,future indc
352127,,,,,,,,
352131,συμμειγνύμενος,present,middle,ptcp,,sg,PRO 20:1,present ptcp
352142,ἁμαρτάνει,present,active,indc,3,sg,PRO 20:2,present indc
352187,ἀναστρέφεται,present,middle,indc,3,sg,PRO 20:7,present indc
352195,καθίσῃ,future,middle,indc,2,sg,PRO 20:8,future indc
352199,ἐναντιοῦται,present,middle,indc,3,sg,PRO 20:8,present indc
352233,ἀκούει,present,active,indc,3,sg,PRO 20:12,present indc
352236,ὁρᾷ,present,active,indc,3,sg,PRO 20:12,present indc
352256,,,,,,,,
352299,,,,,,,,
352305,,,,,,,,
352319,,,,,,,,
352365,,,,,,,,
352377,ἐρευνᾷ,present,active,indc,3,sg,PRO 20:27,present indc
352427,κατευθύνει,present,active,indc,3,sg,PRO 21:2,present indc
352434,,,,,,,,
352516,συνίει,present,active,indc,3,sg,PRO 21:12,present indc
352521,φαυλίζει,present,active,indc,3,sg,PRO 21:12,present indc
352526,φράσσει,present,active,indc,3,sg,PRO 21:13,present indc
352562,πλανώμενος,present,middle,ptcp,,sg,PRO 21:16,present ptcp
352631,διατηρεῖ,present,active,indc,3,sg,PRO 21:23,present indc
352639,μνησικακεῖ,present,active,indc,3,sg,PRO 21:24,present indc
352701,ἑτοιμάζεται,present,middle,indc,3,sg,PRO 21:31,present indc
352710,,,,,,,,
352809,ἀγαπᾷ,present,active,indc,3,sg,PRO 22:11,present indc
352843,ἐξῆπται,perfect,middle,indc,3,sg,PRO 22:15,perfect indc
352851,συκοφαντῶν,present,active,ptcp,,sg,PRO 22:16,present ptcp
352856,δίδωσιν,present,active,indc,3,sg,PRO 22:16,present indc
352961,,,,,,,,
353195,,,,,,,,
353292,,,,,,,,
353298,,,,,,,,
353400,,,,,,,,
353423,λογίζονται,present,middle,indc,3,pl,PRO 24:8,present indc
353445,ἀγομένους,present,middle,ptcp,,pl,PRO 24:11,present ptcp
353584,γνώσεται,future,middle,indc,3,sg,PRO 24:22,future indc
353595,εἰπὼν,aorist,active,ptcp,,sg,PRO 24:24,aorist ptcp
353824,,,,,,,,
353858,,,,,,,,
353896,,,,,,,,
353911,,,,,,,,
353920,,,,,,,,
353940,,,,,,,,
353984,,,,,,,,
354073,,,,,,,,
354076,,,,,,,,
354077,,,,,,,,
354097,,,,,,,,
354112,,,,,,,,
354115,,,,,,,,
354118,,,,,,,,
354122,,,,,,,,
354126,,,,,,,,
354176,,,,,,,,
354181,,,,,,,,
354189,,,,,,,,
354203,,,,,,,,
354240,,,,,,,,
354276,,,,,,,,
354343,,,,,,,,
354347,,,,,,,,
354362,,,,,,,,
354367,,,,,,,,
354426,,,,,,,,
354608,,,,,,,,
354633,,,,,,,,
354647,,,,,,,,
354651,,,,,,,,
354661,,,,,,,,
354669,,,,,,,,
354702,,,,,,,,
354707,,,,,,,,
354709,,,,,,,,
354713,,,,,,,,
354716,,,,,,,,
354742,,,,,,,,
354752,,,,,,,,
354775,,,,,,,,
354790,,,,,,,,
354811,,,,,,,,
354816,,,,,,,,
354829,,,,,,,,
354833,,,,,,,,
354839,,,,,,,,
354844,,,,,,,,
354867,,,,,,,,
354887,,,,,,,,
354892,,,,,,,,
354906,,,,,,,,
354910,,,,,,,,
354923,,,,,,,,
354941,,,,,,,,
354970,,,,,,,,
354982,,,,,,,,
354987,,,,,,,,
355003,,,,,,,,
355042,,,,,,,,
355045,,,,,,,,
355052,,,,,,,,
355077,,,,,,,,
355080,,,,,,,,
355092,,,,,,,,
355097,,,,,,,,
355184,,,,,,,,
355433,,,,,,,,
355707,γίνεται,present,middle,indc,3,sg,PRO 31:23,present indc
355745,,,,,,,,
356140,κραταιοῦται,present,passsive,indc,3,sg,RUT 1:18,present indc
356318,ἐφεστῶτι,perfect,active,ptcp,,sg,RUT 2:5,perfect ptcp
356333,ἐφεστὸς,perfect,active,ptcp,,sg,RUT 2:6,perfect ptcp
356680,,,,,,,,
356795,λικμᾷ,present,active,indc,3,sg,RUT 3:2,present indc
356912,κοιμᾶται,present,middle,indc,3,sg,RUT 3:8,present indc
356933,εὐλογημένη,perfect,passsive,ptcp,,sg,RUT 3:10,perfect ptcp
356967,οἶδεν,perfect,active,indc,3,sg,RUT 3:11,perfect indc
357133,παρεπορεύετο,imperfect,middle,indc,3,sg,RUT 4:1,imperfect indc
357399,εἰσπορευομένην,present,middle,ptcp,,sg,RUT 4:11,present ptcp
357473,,,,,,,,
357663,,,,,,,,
357876,ἥκει,present,active,indc,3,sg,SNG 2:8,present indc
357877,πηδῶν,present,active,ptcp,,sg,SNG 2:8,present ptcp
357881,διαλλόμενος,present,middle,ptcp,,sg,SNG 2:8,present ptcp
357885,ἐστιν,present,active,indc,3,sg,SNG 2:9,present indc
357896,ἕστηκεν,perfect,active,indc,3,sg,SNG 2:9,perfect indc
357899,παρακύπτων,present,active,ptcp,,sg,SNG 2:9,present ptcp
357903,ἐκκύπτων,present,active,ptcp,,sg,SNG 2:9,present ptcp
357989,ἀφανίζοντας,present,active,ptcp,,pl,SNG 2:15,present ptcp
358000,ποιμαίνων,present,active,ptcp,,sg,SNG 2:16,present ptcp
358068,κυκλοῦντες,present,active,ptcp,,pl,SNG 3:3,present ptcp
358127,ἀναβαίνουσα,present,active,ptcp,,sg,SNG 3:6,present ptcp
358186,,,,,,,,
358248,διδυμεύουσαι,present,active,ptcp,,pl,SNG 4:2,present ptcp
358274,ᾠκοδομημένος,perfect,passsive,ptcp,,sg,SNG 4:4,perfect ptcp
358280,κρέμανται,present,passsive,indc,3,pl,SNG 4:4,present indc
358294,νεμόμενοι,present,middle,ptcp,,pl,SNG 4:5,present ptcp
358479,ἀγρυπνεῖ,present,active,indc,3,sg,SNG 5:2,present indc
358482,κρούει,present,active,indc,3,sg,SNG 5:2,present indc
358491,ἐπλήσθη,aorist,passsive,indc,3,sg,SNG 5:2,aorist indc
358558,κυκλοῦντες,present,active,ptcp,,pl,SNG 5:7,present ptcp
358607,ἐκλελοχισμένος,perfect,passsive,ptcp,,sg,SNG 5:10,perfect ptcp
358625,λελουσμέναι,perfect,passsive,ptcp,,pl,SNG 5:12,perfect ptcp
358629,καθήμεναι,present,middle,ptcp,,pl,SNG 5:12,present ptcp
358641,στάζοντα,present,active,ptcp,,pl,SNG 5:13,present ptcp
358647,πεπληρωμέναι,perfect,passsive,ptcp,,pl,SNG 5:14,perfect ptcp
358654,,,,,,,,
358659,τεθεμελιωμένοι,perfect,passsive,ptcp,,pl,SNG 5:15,perfect ptcp
358667,,,,,,,,
358721,ποιμαίνων,present,active,ptcp,,sg,SNG 6:3,present ptcp
358766,διδυμεύουσαι,present,active,ptcp,,pl,SNG 6:6,present ptcp
358814,ἐκκύπτουσα,present,active,ptcp,,sg,SNG 6:10,present ptcp
358899,πεφραγμένη,perfect,middle,ptcp,,sg,SNG 7:3,perfect ptcp
358927,σκοπεύων,present,active,ptcp,,sg,SNG 7:5,present ptcp
358942,δεδεμένος,perfect,middle,ptcp,,sg,SNG 7:6,perfect ptcp
358991,πορευόμενος,present,middle,ptcp,,sg,SNG 7:10,present ptcp
358996,ἱκανούμενος,present,middle,ptcp,,sg,SNG 7:10,present ptcp
359054,θηλάζοντα,present,active,ptcp,,sg,SNG 8:1,present ptcp
359103,ἀναβαίνουσα,present,active,ptcp,,sg,SNG 8:5,present ptcp
359107,ἐπιστηριζομένη,present,middle,ptcp,,sg,SNG 8:5,present ptcp
359248,,,,,,,,
359252,καθήμενος,present,middle,ptcp,,sg,SNG 8:13,present ptcp
359257,προσέχοντες,present,active,ptcp,,pl,SNG 8:13,present ptcp
359306,πορεύεται,present,middle,indc,3,sg,ECC 1:4,present indc
359309,ἔρχεται,present,middle,indc,3,sg,ECC 1:4,present indc
359315,ἕστηκεν,perfect,active,indc,3,sg,ECC 1:4,perfect indc
359327,ἕλκει,present,active,indc,3,sg,ECC 1:5,present indc
359328,ἀνατέλλων,present,active,ptcp,,sg,ECC 1:6,present ptcp
359331,πορεύεται,present,middle,indc,3,sg,ECC 1:6,present indc
359335,κυκλοῖ,present,active,indc,3,sg,ECC 1:6,present indc
359338,κυκλοῖ,present,active,indc,3,sg,ECC 1:6,present indc
359339,,,,,,,,
359340,πορεύεται,present,middle,indc,3,sg,ECC 1:6,present indc
359346,ἐπιστρέφει,present,active,indc,3,sg,ECC 1:6,present indc
359352,πορεύονται,present,middle,indc,3,pl,ECC 1:7,present indc
359366,πορεύονται,present,middle,indc,3,pl,ECC 1:7,present indc
359369,ἐπιστρέφουσιν,present,active,indc,3,pl,ECC 1:7,present indc
359602,ποιεῖς,present,active,indc,2,sg,ECC 2:2,present indc
359615,ὡδήγησεν,aorist,active,indc,3,sg,ECC 2:3,aorist indc
359849,πορεύεται,present,middle,indc,3,sg,ECC 2:14,present indc
359959,οἶδεν,perfect,active,indc,3,sg,ECC 2:19,perfect indc
360027,γίνεται,present,middle,indc,3,sg,ECC 2:22,present indc
360482,πορεύεται,present,middle,indc,3,sg,ECC 3:20,present indc
360500,οἶδεν,perfect,active,indc,3,sg,ECC 3:21,perfect indc
360506,ἀναβαίνει,present,active,indc,3,sg,ECC 3:21,present indc
360515,καταβαίνει,present,active,indc,3,sg,ECC 3:21,present indc
360557,γινομένας,present,middle,ptcp,,pl,ECC 4:1,present ptcp
360643,περιέλαβεν,aorist,active,indc,3,sg,ECC 4:5,aorist indc
360647,ἔφαγεν,aorist,active,indc,3,sg,ECC 4:5,aorist indc
360698,στερίσκω,present,active,indc,1,sg,ECC 4:8,present indc
360809,περιπατοῦντας,present,active,ptcp,,pl,ECC 4:15,present ptcp
360866,εἰδότες,perfect,active,ptcp,,pl,ECC 4:17,perfect ptcp
361009,φυλάξαι,aorist,active,infv,,,ECC 5:7,aorist infv
361024,ἠγάπησεν,aorist,active,indc,3,sg,ECC 5:9,aorist indc
361031,ἠγάπησεν,aorist,active,indc,3,sg,ECC 5:9,aorist indc
361072,ἀφίων,present,active,ptcp,,sg,ECC 5:11,present ptcp
361084,φυλασσόμενον,present,middle,ptcp,,sg,ECC 5:12,present ptcp
361239,,,,,,,,
361371,πορεύεται,present,middle,indc,3,sg,ECC 6:6,present indc
361397,οἶδεν,perfect,active,indc,3,sg,ECC 6:8,perfect indc
361419,κέκληται,perfect,passsive,indc,3,sg,ECC 6:10,perfect indc
361422,ἐγνώσθη,aorist,passsive,indc,3,sg,ECC 6:10,aorist indc
361439,πληθύνοντες,present,active,ptcp,,pl,ECC 6:11,present ptcp
361448,οἶδεν,perfect,active,indc,3,sg,ECC 6:12,perfect indc
361542,ἀκούοντα,present,active,ptcp,,sg,ECC 7:5,present ptcp
361691,ἀπολλύμενος,present,middle,ptcp,,sg,ECC 7:15,present ptcp
361697,μένων,present,active,ptcp,,sg,ECC 7:15,present ptcp
361783,καταρωμένου,present,middle,ptcp,,sg,ECC 7:21,present ptcp
361840,εὑρίσκω,present,active,indc,1,sg,ECC 7:26,present indc
361921,οἶδεν,perfect,active,indc,3,sg,ECC 8:1,perfect indc
361996,γινώσκων,present,active,ptcp,,sg,ECC 8:7,present ptcp
362068,,,,,,,,
362108,ἐποίησεν,aorist,active,indc,3,sg,ECC 8:12,aorist indc
362112,,,,,,,,
362116,γινώσκω,present,active,indc,1,sg,ECC 8:12,present indc
362162,φθάνει,present,active,indc,3,sg,ECC 8:14,present indc
362172,φθάνει,present,active,indc,3,sg,ECC 8:14,present indc
362255,βλέπων,present,active,ptcp,,sg,ECC 8:16,present ptcp
362332,,,,,,,,
362369,θυσιάζοντι,present,active,ptcp,,sg,ECC 9:2,present ptcp
362374,θυσιάζοντι,present,active,ptcp,,sg,ECC 9:2,present ptcp
362386,φοβούμενος,present,middle,ptcp,,sg,ECC 9:2,present ptcp
362408,ἐπληρώθη,aorist,passsive,indc,3,sg,ECC 9:3,aorist indc
362445,γινώσκοντες,present,active,ptcp,,pl,ECC 9:5,present ptcp
362452,γινώσκοντες,present,active,ptcp,,pl,ECC 9:5,present ptcp
362570,,,,,,,,
362632,,,,,,,,
362641,θηρευόμενα,present,middle,ptcp,,pl,ECC 9:12,present ptcp
362646,παγιδεύονται,present,passsive,indc,3,pl,ECC 9:12,present indc
362733,ἀκούονται,present,middle,indc,3,pl,ECC 9:17,present indc
362781,πορεύηται,present,middle,subj,3,sg,ECC 10:3,present subj
362814,,,,,,,,
362839,πορευομένους,present,middle,ptcp,,pl,ECC 10:7,present ptcp
362845,ὀρύσσων,present,active,ptcp,,sg,ECC 10:8,present ptcp
362850,καθαιροῦντα,present,active,ptcp,,sg,ECC 10:8,present ptcp
362854,ἐξαίρων,present,active,ptcp,,sg,ECC 10:9,present ptcp
362858,σχίζων,present,active,ptcp,,sg,ECC 10:9,present ptcp
362985,ποιοῦσιν,present,active,indc,3,pl,ECC 10:19,present indc
363086,,,,,,,,
363095,γινώσκων,present,active,ptcp,,sg,ECC 11:5,present ptcp
363133,γινώσκεις,present,active,indc,2,sg,ECC 11:6,present indc
363299,βλέπουσαι,present,active,ptcp,,pl,ECC 12:3,present ptcp
363348,ἐπορεύθη,aorist,passsive,indc,3,sg,ECC 12:5,aorist indc
363439,γεγραμμένον,perfect,passsive,ptcp,,sg,ECC 12:10,perfect ptcp
363478,ἀκούεται,present,passsive,indc,3,sg,ECC 12:13,present indc
363584,,,,,,,,
363586,,,,,,,,
363588,,,,,,,,
363654,,,,,,,,
363691,,,,,,,,
363721,,,,,,,,
363722,,,,,,,,
363821,,,,,,,,
363824,,,,,,,,
363830,,,,,,,,
363924,,,,,,,,
364035,ἐστερέωσεν,aorist,active,indc,3,sg,LAM 2:4,aorist indc
364966,ἐπηρμένοι,present,middle,ptcp,,pl,LAM 4:2,present ptcp
365005,διακλῶν,present,active,ptcp,,sg,LAM 4:4,present ptcp
365009,ἔσθοντες,present,active,ptcp,,pl,LAM 4:5,present ptcp
365017,τιθηνούμενοι,present,middle,ptcp,,pl,LAM 4:5,present ptcp
365031,κατεστραμμένης,perfect,middle,ptcp,,sg,LAM 4:6,perfect ptcp
365080,ἐκκεκεντημένοι,perfect,middle,ptcp,,pl,LAM 4:9,perfect ptcp
365133,ἐκχεόντων,present,active,ptcp,,pl,LAM 4:13,present ptcp
365249,κατοικοῦσα,present,active,ptcp,,sg,LAM 4:21,present ptcp
365334,λυτρούμενος,present,middle,ptcp,,sg,LAM 5:8,present ptcp
365462,,,,,,,,
365548,εὑρεθεῖσιν,aorist,passsive,ptcp,,pl,ESG 1:5,aorist ptcp
365572,τεταμένοις,perfect,middle,ptcp,,pl,ESG 1:6,perfect ptcp
365606,,,,,,,,
365682,,,,,,,,
365782,παρακαθήμενοι,present,middle,ptcp,,pl,ESG 1:14,present ptcp
366014,,,,,,,,
366018,,,,,,,,
366157,ἦν,imperfect,active,indc,3,sg,ESG 2:7,imperfect indc
366290,περιεπάτει,imperfect,active,indc,3,sg,ESG 2:11,imperfect indc
366357,εἰσπορεύεται,present,middle,indc,3,sg,ESG 2:13,present indc
366382,εἰσπορεύεται,present,middle,indc,3,sg,ESG 2:14,present indc
366388,ἀποτρέχει,present,active,indc,3,sg,ESG 2:14,present indc
366456,εὑρίσκουσα,present,active,ptcp,,sg,ESG 2:15,present ptcp
366550,ἐθεράπευεν,imperfect,active,indc,3,sg,ESG 2:19,imperfect indc
366557,ὑπέδειξεν,aorist,active,indc,3,sg,ESG 2:20,aorist indc
366572,ποιεῖν,present,active,infv,,,ESG 2:20,present infv
366586,,,,,,,,
366693,προσεκύνουν,imperfect,active,indc,3,pl,ESG 3:2,imperfect indc
366695,προσεκύνουν,imperfect,active,indc,3,pl,ESG 3:2,imperfect indc
366725,παρακούεις,present,active,indc,2,sg,ESG 3:3,present indc
366764,προσκυνεῖ,present,active,indc,3,sg,ESG 3:5,present indc
366766,προσκυνεῖ,present,active,indc,3,sg,ESG 3:5,present indc
366853,διεσπαρμένον,perfect,middle,ptcp,,sg,ESG 3:8,perfect ptcp
366855,διεσπαρμένον,perfect,middle,ptcp,,sg,ESG 3:8,perfect ptcp
366865,,,,,,,,
366875,παρακούουσιν,present,active,indc,3,pl,ESG 3:8,present indc
366881,συμφέρει,present,active,indc,3,sg,ESG 3:8,present indc
366926,σφραγίσαι,aorist,active,infv,,,ESG 3:10,aorist infv
366937,ἔχε,present,active,impv,2,sg,ESG 3:11,present impv
367009,,,,,,,,
367073,προσετάγη,aorist,passsive,indc,3,sg,ESG 3:14,aorist indc
367089,ἐσπεύδετο,imperfect,passsive,indc,3,sg,ESG 3:15,imperfect indc
367176,ἐξετίθετο,imperfect,passsive,indc,3,sg,ESG 4:3,imperfect indc
367362,γινώσκει,present,active,indc,3,sg,ESG 4:11,present indc
367465,οἶδεν,perfect,active,indc,3,sg,ESG 4:14,perfect indc
367489,,,,,,,,
367567,,,,,,,,
367589,,,,,,,,
367861,κέκλημαι,perfect,middle,indc,1,sg,ESG 5:12,perfect indc
367870,ἀρέσκει,present,active,indc,3,sg,ESG 5:13,present indc
367877,ἴδω,aorist,active,subj,1,sg,ESG 5:13,aorist subj
367882,,,,,,,,
367955,ἀναγινώσκειν,present,active,infv,,,ESG 6:1,present infv
368051,ἕστηκεν,perfect,active,indc,3,sg,ESG 6:5,perfect indc
368207,θεραπεύοντι,present,active,ptcp,,sg,ESG 6:10,present ptcp
368312,λαλούντων,present,active,ptcp,,pl,ESG 6:14,present ptcp
368430,,,,,,,,
368533,ἐπιπεπτώκει,perfect,active,indc,3,sg,ESG 7:8,perfect indc
368592,ὤρθωται,aorist,middle,indc,3,sg,ESG 7:9,aorist indc
368856,γράφεται,present,passsive,indc,3,sg,ESG 8:8,present indc
368969,,,,,,,,
369012,ἀντικειμένοις,present,middle,ptcp,,pl,ESG 8:11,present ptcp
369051,,,,,,,,
369154,ἐξετέθη,aorist,passsive,indc,3,sg,ESG 8:17,aorist indc
369171,περιετέμοντο,aorist,middle,indc,3,pl,ESG 8:17,aorist indc
369270,ἐτίμων,imperfect,active,indc,3,pl,ESG 9:3,imperfect indc
369288,προσέπεσεν,aorist,active,indc,3,sg,ESG 9:4,aorist indc
369297,προσέπεσεν,aorist,active,indc,3,sg,ESG 9:4,aorist indc
369610,,,,,,,,
369615,ἄγουσιν,present,active,indc,3,pl,ESG 9:19,present indc
369667,ἄγειν,present,active,infv,,,ESG 9:21,present infv
369847,προστεθειμένοις,perfect,middle,ptcp,,pl,ESG 9:27,perfect ptcp
369854,χρήσονται,future,middle,indc,3,pl,ESG 9:27,future indc
369876,,,,,,,,
369878,ἐπιτελούμενον,present,middle,ptcp,,sg,ESG 9:27,present ptcp
370001,ἐγράφη,aorist,passsive,indc,3,sg,ESG 9:32,aorist indc
370035,γέγραπται,perfect,middle,indc,3,sg,ESG 10:2,perfect indc
370061,φιλούμενος,present,passsive,ptcp,,sg,ESG 10:3,present ptcp
370065,διηγεῖτο,imperfect,middle,indc,3,sg,ESG 10:3,imperfect indc
370070,διηγεῖτο,imperfect,middle,indc,3,sg,ESG 10:3,imperfect indc
370153,,,,,,,,
370293,ἀγωνιῶ,present,active,indc,1,sg,DAG 1:10,present indc
370370,ἐσθίοντας,present,active,ptcp,,pl,DAG 1:13,present ptcp
370410,ἐσθιόντων,present,active,ptcp,,pl,DAG 1:15,present ptcp
370419,ἀναιρούμενος,present,middle,ptcp,,sg,DAG 1:16,present ptcp
370426,ἀντεδίδου,imperfect,active,indc,3,sg,DAG 1:16,imperfect indc
375226,ἑστῶτα,perfect,active,ptcp,,sg,DAG 8:3,perfect ptcp
375248,ἀνέβαινε,imperfect,active,indc,3,sg,DAG 8:3,imperfect indc
375256,κερατίζοντα,present,active,ptcp,,sg,DAG 8:4,present ptcp
375271,ῥυόμενος,present,middle,ptcp,,sg,DAG 8:4,present ptcp
375283,διενοούμην,imperfect,middle,indc,1,sg,DAG 8:5,imperfect indc
375289,ἤρχετο,imperfect,middle,indc,3,sg,DAG 8:5,imperfect indc
375300,ἥπτετο,imperfect,middle,indc,3,sg,DAG 8:5,imperfect indc
375321,ἑστῶτα,perfect,active,ptcp,,sg,DAG 8:6,perfect ptcp
375334,προσάγοντα,present,active,ptcp,,sg,DAG 8:7,present ptcp
375370,ῥυόμενος,present,middle,ptcp,,sg,DAG 8:7,present ptcp
375478,λαλοῦντος,present,active,ptcp,,sg,DAG 8:13,present ptcp
375487,λαλοῦντι,present,active,ptcp,,sg,DAG 8:13,present ptcp
375531,ἔστη,aorist,active,indc,3,sg,DAG 8:15,aorist indc
375597,ἀπαγγέλλω,present,active,indc,1,sg,DAG 8:19,present indc
375669,διανοούμενος,present,middle,ptcp,,sg,DAG 8:23,present ptcp
375760,διανοούμενος,present,middle,ptcp,,sg,DAG 8:27,present ptcp
375842,τηρῶν,present,active,ptcp,,sg,DAG 9:4,present ptcp
375999,γεγραμμένος,perfect,middle,ptcp,,sg,DAG 9:11,perfect ptcp
376040,γεγραμμένα,perfect,middle,ptcp,,pl,DAG 9:13,perfect ptcp
376186,δεόμεθα,present,middle,indc,1,pl,DAG 9:18,present indc
376218,ἐλάλουν,imperfect,active,indc,1,sg,DAG 9:20,imperfect indc
376220,προσευχόμενος,present,middle,ptcp,,sg,DAG 9:20,present ptcp
