bhsa_node,mother_cl,mother_cl_atom,mother_clause,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,daught_cl,daught_cl_atom,daught_clause,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex
337216,497775.0,587869.0,פַּ֣חַד קְ֭רָאַנִי ,Main,Q,qtl,XQtl,p3,QR>=[,,,,,,,,,
337285,497793.0,587886.0,יְ֝דַכְּא֗וּם לִפְנֵי־עָֽשׁ׃ ,Main,Q,yqtl,ZYq0,p3,DK>[,497797.0,587890.0,יָ֝מ֗וּתוּ ,Main,Q,yqtl,ZYq0,p3,MWT[
337314,497799.0,587892.0,קְֽרָא־נָ֭א ,Main,Q,impv,ZIm0,p2,QR>[,497805.0,587898.0,מַשְׁרִ֑ישׁ ,SubMod,Q,ptcp,Ptcp,unknown,CRC[
337362,497814.0,587907.0,כִּ֤י׀ לֹא־יֵצֵ֣א מֵעָפָ֣ר אָ֑וֶן ,SubAdv,Q,yqtl,xYqX,p3,JY>[,497817.0,587910.0,וּבְנֵי־רֶ֝֗שֶׁף יַגְבִּ֥יהוּ ,Main,Q,yqtl,WXYq,p3,GBH[
337406,497826.0,587919.0,לָשׂ֣וּם שְׁפָלִ֣ים לְמָרֹ֑ום ,SubAdv,Q,infc,InfC,unknown,FJM[,,,,,,,,,
337423,497830.0,587923.0,לֹכֵ֣ד חֲכָמִ֣ים בְּעָרְמָ֑ם ,SubAdv,Q,ptcp,Ptcp,unknown,LKD[,497832.0,587925.0,יֹומָ֥ם יְפַגְּשׁוּ־חֹ֑שֶׁךְ ,Main,Q,yqtl,xYq0,p3,PGC[
337454,497836.0,587929.0,וַתְּהִ֣י לַדַּ֣ל תִּקְוָ֑ה ,Main,Q,wayq,WayX,p3,HJH[,,,,,,,,,
337488,497845.0,587938.0,בְּשֵׁ֣שׁ צָ֭רֹות יַצִּילֶ֑ךָּ ,Main,Q,yqtl,xYq0,p3,NYL[,497848.0,587941.0,וּ֝בְמִלְחָמָ֗ה מִ֣ידֵי חָֽרֶב׃ ,Main,Q,Ø,Ellp,,
337531,497854.0,587947.0,כִּ֤י עִם־אַבְנֵ֣י הַשָּׂדֶ֣ה בְרִיתֶ֑ךָ ,SubAdv,Q,Ø,NmCl,,,,,,,,,,,
337567,497865.0,587958.0,הִנֵּה־זֹ֭את ,Main,Q,Ø,CPen,,,,,,,,,,,
337599,497874.0,587967.0,כִּֽי־עַתָּ֗ה מֵחֹ֣ול יַמִּ֣ים יִכְבָּ֑ד ,SubAdv,Q,yqtl,xYq0,p3,KBD[,,,,,,,,,
337633,497882.0,587975.0,אִם־יֶשׁ־טַ֝֗עַם בְּרִ֣יר חַלָּמֽוּת׃ ,SubAdv,Q,Ø,NmCl,,,497884.0,587977.0,לִנְגֹּ֣ועַ ,SubAdv,Q,infc,InfC,unknown,NG<[
337670,497893.0,587987.0,וּ֥תְהִי עֹ֨וד׀ נֶ֘חָ֤מָתִ֗י ,Main,Q,yqtl,WYqX,p3,HJH[,,,,,,,,,
337697,497903.0,587997.0,הַאִ֬ם אֵ֣ין עֶזְרָתִ֣י בִ֑י ,SubAdv,Q,Ø,NmCl,,,,,,,,,,,
337710,497905.0,587999.0,לַמָּ֣ס מֵרֵעֵ֣הוּ חָ֑סֶד ,Main,Q,Ø,NmCl,,,497908.0,588002.0,כַּאֲפִ֖יק נְחָלִ֣ים יַעֲבֹֽרוּ׃ ,Main,Q,yqtl,xYq0,p3,<BR[
337727,497911.0,588005.0,בְּ֭עֵת ,Main,Q,Ø,Defc,,,,,,,,,,,
337730,497911.0,588005.0,בְּ֭עֵת ,Main,Q,Ø,Defc,,,497913.0,588008.0,בְּ֝חֻמֹּ֗ו ,SubAdv,Q,infc,InfC,unknown,XMM[
337742,497915.0,588010.0,יִ֭לָּ֣פְתוּ אָרְחֹ֣ות דַּרְכָּ֑ם ,Main,Q,yqtl,ZYqX,p3,LPT[,497919.0,588014.0,הֲלִיכֹ֥ת שְׁ֝בָ֗א קִוּוּ־לָֽמֹו׃ ,Main,Q,qtl,XQtl,p3,QWH[
337747,497918.0,588013.0,הִ֭בִּיטוּ אָרְחֹ֣ות תֵּמָ֑א ,Main,Q,qtl,ZQtX,p3,NBV[,497920.0,588015.0,בֹּ֥שׁוּ ,Main,Q,qtl,ZQt0,p3,BWC[
337749,497919.0,588014.0,הֲלִיכֹ֥ת שְׁ֝בָ֗א קִוּוּ־לָֽמֹו׃ ,Main,Q,qtl,XQtl,p3,QWH[,497921.0,588016.0,כִּֽי־בָטָ֑ח ,SubAdv,Q,qtl,xQt0,p3,BVX[
337751,497920.0,588015.0,בֹּ֥שׁוּ ,Main,Q,qtl,ZQt0,p3,BWC[,,,,,,,,,
337752,497920.0,588015.0,בֹּ֥שׁוּ ,Main,Q,qtl,ZQt0,p3,BWC[,497923.0,588018.0,וַיֶּחְפָּֽרוּ׃ ,Main,Q,wayq,Way0,p3,XPR[
337758,497907.0,588001.0,אַ֭חַי בָּגְד֣וּ כְמֹו־נָ֑חַל ,Main,Q,qtl,XQtl,p3,BGD[,497925.0,588020.0,תִּֽרְא֥וּ חֲ֝תַ֗ת ,Main,Q,yqtl,ZYq0,p2,JR>[
337766,497924.0,588019.0,כִּֽי־עַ֭תָּה הֱיִ֣יתֶם לֹ֑ו ,SubAdv,Q,qtl,xQt0,p2,HJH[,497928.0,588023.0,הָ֣בוּ לִ֑י ,Main,Q,impv,ZIm0,p2,JHB[
337790,497934.0,588031.0,הָבִ֥ינוּ לִֽי׃ ,Main,Q,impv,ZIm0,p2,BJN[,,,,,,,,,
337794,497934.0,588029.0,וּ,Main,Q,Ø,Defc,,,497937.0,588033.0,וּמַה־יֹּוכִ֖יחַ הֹוכֵ֣חַ מִכֶּֽם׃ ,Main,Q,yqtl,WXYq,p3,JKX[
337872,497956.0,588053.0,כְּעֶ֥בֶד ,Main,Q,Ø,CPen,,,497960.0,588058.0,וְלֵילֹ֥ות עָ֝מָ֗ל מִנּוּ־לִֽי׃ ,Main,Q,qtl,WxQ0,p3,MNH[
337879,497959.0,588057.0,כֵּ֤ן הָנְחַ֣לְתִּי לִ֭י יַרְחֵי־שָׁ֑וְא ,Main,Q,qtl,xQt0,p1,NXL[,,,,,,,,,
337882,497954.0,588051.0,הֲלֹא־צָבָ֣א לֶאֱנֹ֣ושׁ עֲלֵי־אָ֑רֶץ ,Main,Q,Ø,NmCl,,,497962.0,588060.0,וְאָמַ֗רְתִּי ,Main,Q,wqtl,WQt0,p1,>MR[
337895,497961.0,588059.0,אִם־שָׁכַ֗בְתִּי ,SubAdv,Q,qtl,xQt0,p1,CKB[,497967.0,588065.0,עֹורִ֥י רָ֝גַ֗ע ,Main,Q,qtl,XQtl,p3,RG<[
337902,497966.0,588064.0,לָ֘בַ֤שׁ בְּשָׂרִ֣י רִ֭מָּה וְג֣וּשׁ עָפָ֑ר ,Main,Q,qtl,ZQtX,p3,LBC[,497968.0,588066.0,וַיִּמָּאֵֽס׃ ,Main,Q,wayq,Way0,p3,M>S=[
337906,497967.0,588065.0,עֹורִ֥י רָ֝גַ֗ע ,Main,Q,qtl,XQtl,p3,RG<[,497970.0,588068.0,וַ֝יִּכְל֗וּ בְּאֶ֣פֶס תִּקְוָֽה׃ ,Main,Q,wayq,Way0,p3,KLH[
337932,497977.0,588075.0,עֵינֶ֖יךָ בִּ֣י ,Main,Q,Ø,NmCl,,,497980.0,588078.0,וַיֵּלַ֑ךְ ,Main,Q,wayq,Way0,p3,HLK[
337974,497985.0,588084.0,גַּם־אֲנִי֮ לֹ֤א אֶחֱשָׂ֫ךְ פִּ֥י ,Main,Q,yqtl,XYqt,p1,XFK[,497992.0,588091.0,תְּנַחֲמֵ֣נִי עַרְשִׂ֑י ,Main,Q,yqtl,ZYqX,p3,NXM[
337996,497985.0,588084.0,גַּם־אֲנִי֮ לֹ֤א אֶחֱשָׂ֫ךְ פִּ֥י ,Main,Q,yqtl,XYqt,p1,XFK[,497999.0,588098.0,לֹא־לְעֹלָ֣ם אֶֽחְיֶ֑ה ,Main,Q,yqtl,xYq0,p1,XJH[
338032,498007.0,588106.0,כַּ֭מָּה לֹא־תִשְׁעֶ֣ה מִמֶּ֑נִּי ,Main,Q,yqtl,xYq0,p2,C<H[,498011.0,588110.0,מָ֤ה אֶפְעַ֨ל׀ לָךְ֮ ,Main,Q,yqtl,xYq0,p1,P<L[
338040,498011.0,588110.0,מָ֤ה אֶפְעַ֨ל׀ לָךְ֮ ,Main,Q,yqtl,xYq0,p1,P<L[,498014.0,588113.0,וָאֶהְיֶ֖ה עָלַ֣י לְמַשָּֽׂא׃ ,Main,Q,wayq,Way0,p1,HJH[
338095,498024.0,588123.0,הַ֭אֵל יְעַוֵּ֣ת מִשְׁפָּ֑ט ,Main,Q,yqtl,XYqt,p3,<WT[,498027.0,588126.0,וַֽ֝יְשַׁלְּחֵ֗ם בְּיַד־פִּשְׁעָֽם׃ ,Main,Q,wayq,Way0,p3,CLX[
338238,498061.0,588160.0,וְכִ֥חֶשׁ בֹּ֝֗ו ,Main,Q,wqtl,WQt0,p3,KXC[,,,,,,,,,
338279,498074.0,588173.0,וַיֹּאמַֽר׃ ,Main,N,wayq,Way0,p3,>MR[,498076.0,588175.0,כִי־כֵ֑ן ,SubArg,Q,Ø,NmCl,,
338304,498081.0,588180.0,חֲכַ֣ם לֵ֭בָב וְאַמִּ֣יץ כֹּ֑חַ ,Main,Q,Ø,AjCl,,,498083.0,588182.0,וַיִּשְׁלָֽם׃ ,Main,Q,wayq,Way0,p3,CLM[
338313,498084.0,588183.0,הַמַּעְתִּ֣יק הָ֭רִים ,SubMod,Q,ptcp,Ptcp,unknown,<TQ[,498086.0,588185.0,אֲשֶׁ֖ר הֲפָכָ֣ם בְּאַפֹּֽו׃ ,SubArg,Q,qtl,xQt0,p3,HPK[
338315,498085.0,588184.0,וְלֹ֣א יָדָ֑עוּ ,Main,Q,qtl,WxQ0,p3,JD<[,,,,,,,,,
338391,498105.0,588204.0,אֱ֭לֹוהַּ לֹא־יָשִׁ֣יב אַפֹּ֑ו ,Main,Q,yqtl,XYqt,p3,CWB[,498107.0,588206.0,אַ֭ף כִּֽי־אָנֹכִ֣י אֶֽעֱנֶ֑נּוּ ,SubAdv,Q,yqtl,XYqt,p1,<NH[
338403,498109.0,588208.0,אֲשֶׁ֣ר ,SubMod,Q,Ø,Defc,,,,,,,,,,,
338410,498107.0,588206.0,אַ֭ף כִּֽי־אָנֹכִ֣י אֶֽעֱנֶ֑נּוּ ,SubAdv,Q,yqtl,XYqt,p1,<NH[,498113.0,588213.0,וַֽיַּעֲנֵ֑נִי ,Main,Q,wayq,Way0,p3,<NH[
338463,498132.0,588232.0,אַחַ֗ת הִ֥יא ,Main,Q,Ø,NmCl,,,498134.0,588234.0,תָּ֥ם וְ֝רָשָׁ֗ע ה֣וּא מְכַלֶּֽה׃ ,Main,Q,ptcp,Ptcp,unknown,KLH[
338478,498134.0,588234.0,תָּ֥ם וְ֝רָשָׁ֗ע ה֣וּא מְכַלֶּֽה׃ ,Main,Q,ptcp,Ptcp,unknown,KLH[,498138.0,588238.0,פְּנֵֽי־שֹׁפְטֶ֥יהָ יְכַסֶּ֑ה ,Main,Q,yqtl,xYq0,p3,KSH[
338492,498133.0,588233.0,עַל־כֵּ֥ן אָמַ֑רְתִּי ,Main,Q,qtl,xQt0,p1,>MR[,498142.0,588242.0,בָּֽ֝רְח֗וּ ,Main,Q,qtl,ZQt0,p3,BRX[
338495,498141.0,588241.0,וְיָמַ֣י קַ֭לּוּ מִנִּי־רָ֑ץ ,Main,Q,qtl,WXQt,p3,QLL[,498143.0,588243.0,לֹא־רָא֥וּ טֹובָֽה׃ ,Main,Q,qtl,xQt0,p3,R>H[
338497,498142.0,588242.0,בָּֽ֝רְח֗וּ ,Main,Q,qtl,ZQt0,p3,BRX[,,,,,,,,,
338499,498142.0,588242.0,בָּֽ֝רְח֗וּ ,Main,Q,qtl,ZQt0,p3,BRX[,498145.0,588245.0,כְּ֝נֶ֗שֶׁר ,Main,Q,Ø,Ellp,,
338516,498147.0,588247.0,אִם־אָ֭מְרִי ,SubAdv,Q,infc,InfC,unknown,>MR[,498152.0,588252.0,יָ֝דַ֗עְתִּי ,Main,Q,qtl,ZQt0,p1,JD<[
338519,498151.0,588251.0,יָגֹ֥רְתִּי כָל־עַצְּבֹתָ֑י ,Main,Q,qtl,ZQt0,p1,JGR[,498153.0,588253.0,כִּי־לֹ֥א תְנַקֵּֽנִי׃ ,SubArg,Q,yqtl,xYq0,p2,NQH[
338530,498152.0,588252.0,יָ֝דַ֗עְתִּי ,Main,Q,qtl,ZQt0,p1,JD<[,498157.0,588257.0,וַ֝הֲזִכֹּ֗ותִי בְּבֹ֣ר כַּפָּֽי׃ ,Main,Q,wqtl,WQt0,p1,ZKK[
338582,,,,,,,,,,498171.0,588271.0,אֶֽעֶזְבָ֣ה עָלַ֣י שִׂיחִ֑י ,Main,Q,yqtl,ZYq0,p1,<ZB[
338615,498179.0,588279.0,כִּֽי־תִ֭מְאַס יְגִ֣יעַ כַּפֶּ֑יךָ ,SubAdv,Q,yqtl,xYq0,p2,M>S[,,,,,,,,,
338654,498188.0,588289.0,עַֽל־דַּ֭עְתְּךָ ,Main,Q,Ø,NmCl,,,498192.0,588293.0,וַֽיַּעֲשׂ֑וּנִי ,Main,Q,wayq,Way0,p3,<FH[
338667,498195.0,588296.0,זְכָר־נָ֭א ,Main,Q,impv,ZIm0,p2,ZKR[,498197.0,588298.0,וְֽאֶל־עָפָ֥ר תְּשִׁיבֵֽנִי׃ ,SubAdv,Q,yqtl,WxY0,p2,CWB[
338696,498198.0,588299.0,הֲלֹ֣א כֶ֭חָלָב תַּתִּיכֵ֑נִי ,Main,Q,yqtl,xYq0,p2,NTK[,498203.0,588304.0,וּ֝פְקֻדָּתְךָ֗ שָֽׁמְרָ֥ה רוּחִֽי׃ ,Main,Q,qtl,WXQt,p3,CMR[
338700,498202.0,588303.0,חַיִּ֣ים וָ֭חֶסֶד עָשִׂ֣יתָ עִמָּדִ֑י ,Main,Q,qtl,xQt0,p2,<FH[,,,,,,,,,
338704,498202.0,588303.0,חַיִּ֣ים וָ֭חֶסֶד עָשִׂ֣יתָ עִמָּדִ֑י ,Main,Q,qtl,xQt0,p2,<FH[,498205.0,588306.0,יָ֝דַ֗עְתִּי ,Main,Q,qtl,ZQt0,p1,JD<[
338707,498204.0,588305.0,וְ֭אֵלֶּה צָפַ֣נְתָּ בִלְבָבֶ֑ךָ ,Main,Q,qtl,WxQ0,p2,YPN[,498206.0,588307.0,כִּי־זֹ֥את עִמָּֽךְ׃ ,SubArg,Q,Ø,NmCl,,
338712,498205.0,588306.0,יָ֝דַ֗עְתִּי ,Main,Q,qtl,ZQt0,p1,JD<[,498208.0,588309.0,וּשְׁמַרְתָּ֑נִי ,Main,Q,wqtl,WQt0,p2,CMR[
338721,498207.0,588308.0,אִם־חָטָ֥אתִי ,SubAdv,Q,qtl,xQt0,p1,XV>[,498211.0,588312.0,אַלְלַ֬י לִ֗י ,Main,Q,Ø,NmCl,,
338759,498202.0,588303.0,חַיִּ֣ים וָ֭חֶסֶד עָשִׂ֣יתָ עִמָּדִ֑י ,Main,Q,qtl,xQt0,p2,<FH[,498224.0,588325.0,אֶ֝גְוַ֗ע ,Main,Q,yqtl,ZYq0,p1,GW<[
338768,498227.0,588328.0,אֶהְיֶ֑ה ,Main,Q,yqtl,ZYq0,p1,HJH[,,,,,,,,,
338842,498246.0,588348.0,זַ֣ךְ לִקְחִ֑י ,Main,Q,Ø,AjCl,,,,,,,,,,,
338909,498267.0,588369.0,וּמִ֣י יְשִׁיבֶֽנּוּ׃ ,Main,Q,yqtl,WXYq,p3,CWB[,498269.0,588371.0,וַיַּרְא־אָ֝֗וֶן ,Main,Q,wayq,Way0,p3,R>H[
338929,498256.0,588358.0,הַחֵ֣קֶר אֱלֹ֣והַ תִּמְצָ֑א ,Main,Q,yqtl,xYq0,p2,MY>[,498274.0,588376.0,וּפָרַשְׂתָּ֖ אֵלָ֣יו כַּפֶּֽךָ׃ ,Main,Q,wqtl,WQt0,p2,PRF[
338964,498282.0,588384.0,כְּמַ֖יִם ,Main,Q,Ø,Defc,,,,,,,,,,,
339001,498293.0,588396.0,וְעֵינֵ֥י רְשָׁעִ֗ים תִּ֫כְלֶ֥ינָה ,Main,Q,yqtl,WXYq,p3,KLH[,498295.0,588398.0,וְ֝תִקְוָתָ֗ם מַֽפַּח־נָֽפֶשׁ׃ פ ,Main,Q,Ø,NmCl,,
339068,498311.0,588414.0,וּֽ֭בַטֻּחֹות לְמַרְגִּ֣יזֵי אֵ֑ל ,Main,Q,Ø,NmCl,,,,,,,,,,,
339101,498314.0,588417.0,שְׁאַל־נָ֣א בְהֵמֹ֣ות ,Main,Q,impv,ZIm0,p2,C>L[,498322.0,588425.0,כִּ֥י יַד־יְ֝הוָה עָ֣שְׂתָה זֹּֽאת׃ ,SubArg,Q,qtl,XQtl,p3,<FH[
339108,498321.0,588424.0,מִ֭י לֹא־יָדַ֣ע בְּכָל־אֵ֑לֶּה ,Main,Q,qtl,XQtl,p3,JD<[,498323.0,588426.0,אֲשֶׁ֣ר בְּ֭יָדֹו נֶ֣פֶשׁ כָּל־חָ֑י וְ֝ר֗וּחַ כָּל־בְּשַׂר־אִֽישׁ׃ ,SubMod,Q,Ø,NmCl,,
339185,498342.0,588445.0,מֹולִ֣יךְ יֹועֲצִ֣ים שֹׁולָ֑ל ,Main,Q,ptcp,Ptcp,unknown,HLK[,498345.0,588448.0,וַיֶּאְסֹ֥ר אֵ֝זֹ֗ור בְּמָתְנֵיהֶֽם׃ ,Main,Q,wayq,Way0,p3,>SR[
339212,498350.0,588453.0,שֹׁופֵ֣ךְ בּ֭וּז עַל־נְדִיבִ֑ים ,Main,Q,ptcp,Ptcp,unknown,CPK[,,,,,,,,,
339259,498364.0,588467.0,הֶן־,Main,?,Ø,NmCl,,,498366.0,588469.0,שָֽׁמְעָ֥ה אָ֝זְנִ֗י ,Main,Q,qtl,ZQtX,p3,CM<[
339261,498365.0,588468.0,כֹּ֖ל רָאֲתָ֣ה עֵינִ֑י ,Main,Q,qtl,xQtX,p3,R>H[,498367.0,588470.0,וַתָּ֥בֶן לָֽהּ׃ ,Main,Q,wayq,Way0,p3,BJN[
339268,498366.0,588469.0,שָֽׁמְעָ֥ה אָ֝זְנִ֗י ,Main,Q,qtl,ZQtX,p3,CM<[,498369.0,588472.0,לֹא־נֹפֵ֖ל אָנֹכִ֣י מִכֶּֽם׃ ,Main,Q,ptcp,Ptcp,unknown,NPL[
339412,498410.0,588515.0,הִנֵּה־נָ֭א ,Main,Q,Ø,NmCl,,,498412.0,588517.0,יָ֝דַ֗עְתִּי ,Main,Q,qtl,ZQt0,p1,JD<[
339414,498411.0,588516.0,עָרַ֣כְתִּי מִשְׁפָּ֑ט ,Main,Q,qtl,ZQt0,p1,<RK[,498413.0,588518.0,כִּֽי־אֲנִ֥י אֶצְדָּֽק׃ ,SubArg,Q,yqtl,XYqt,p1,YDQ[
339510,498438.0,588543.0,כְּ֝בֶ֗גֶד ,Main,Q,Ø,Ellp,,,,,,,,,,,
339522,498440.0,588545.0,אָ֭דָם יְל֣וּד אִשָּׁ֑ה קְצַ֥ר יָ֝מִ֗ים וּֽשְׂבַֽע־רֹֽגֶז׃ ,Main,?,Ø,AjCl,,,498442.0,588547.0,וַיִּמָּ֑ל ,Main,N,wayq,Way0,p3,MLL=[
339536,498440.0,588545.0,אָ֭דָם יְל֣וּד אִשָּׁ֑ה קְצַ֥ר יָ֝מִ֗ים וּֽשְׂבַֽע־רֹֽגֶז׃ ,Main,?,Ø,AjCl,,,498446.0,588551.0,וְאֹ֘תִ֤י תָבִ֖יא בְמִשְׁפָּ֣ט עִמָּֽךְ׃ ,Main,Q,yqtl,WxY0,p2,BW>[
339558,498450.0,588555.0,מִֽסְפַּר־חֳדָשָׁ֥יו אִתָּ֑ךְ ,Main,Q,Ø,NmCl,,,,,,,,,,,
339618,498456.0,588561.0,כִּ֤י יֵ֥שׁ לָעֵ֗ץ תִּ֫קְוָ֥ה ,SubAdv,Q,Ø,NmCl,,,498469.0,588574.0,וְ֝נָהָ֗ר יֶחֱרַ֥ב ,Main,Q,yqtl,WXYq,p3,XRB[
339629,498468.0,588573.0,אָֽזְלוּ־מַ֭יִם מִנִּי־יָ֑ם ,Main,Q,qtl,ZQtX,p3,>ZL[,498472.0,588577.0,וְֽלֹא־יָ֫ק֥וּם ,Main,Q,yqtl,WxY0,p3,QWM[
339704,498493.0,588598.0,הַר־נֹופֵ֣ל יִבֹּ֑ול ,Main,Q,yqtl,XYqt,p3,NBL[,498496.0,588601.0,תִּשְׁטֹֽף־סְפִיחֶ֥יהָ עֲפַר־אָ֑רֶץ ,Main,Q,yqtl,ZYqX,p3,CVP[
339713,498495.0,588600.0,אֲבָנִ֤ים׀ שָׁ֥חֲקוּ מַ֗יִם ,Main,Q,qtl,xQtX,p3,CXQ[,498498.0,588603.0,תִּתְקְפֵ֣הוּ לָ֭נֶצַח ,Main,Q,yqtl,ZYq0,p2,TQP[
339803,498523.0,588628.0,הֲרִאישֹׁ֣ון אָ֭דָם תִּוָּלֵ֑ד ,Main,Q,yqtl,xYq0,p2,JLD[,,,,,,,,,
339814,498525.0,588630.0,הַבְסֹ֣וד אֱלֹ֣והַ תִּשְׁמָ֑ע ,Main,Q,yqtl,xYq0,p2,CM<[,498528.0,588633.0,וְלֹ֣א נֵדָ֑ע ,Main,Q,yqtl,WxY0,p1,JD<[
339877,498543.0,588648.0,בִּ֭קְדֹשָׁיו לֹ֣א יַאֲמִ֑ין ,Main,Q,yqtl,xYq0,p3,>MN[,,,,,,,,,
339896,498549.0,588654.0,שְֽׁמַֽע־לִ֑י ,Main,Q,impv,ZIm0,p2,CM<[,498551.0,588656.0,וַאֲסַפֵּֽרָה׃ ,Main,Q,yqtl,WYq0,p1,SPR[
339904,498552.0,588657.0,אֲשֶׁר־חֲכָמִ֥ים יַגִּ֑ידוּ ,SubArg,Q,yqtl,XYqt,p3,NGD[,,,,,,,,,
339910,498552.0,588657.0,אֲשֶׁר־חֲכָמִ֥ים יַגִּ֑ידוּ ,SubArg,Q,yqtl,XYqt,p3,NGD[,498555.0,588660.0,וְלֹא־עָ֖בַר זָ֣ר בְּתֹוכָֽם׃ ,Main,Q,qtl,WxQX,p3,<BR[
339915,498554.0,588659.0,לָהֶ֣ם לְ֭בַדָּם נִתְּנָ֣ה הָאָ֑רֶץ ,Main,Q,qtl,xQtX,p3,NTN[,,,,,,,,,
339927,498556.0,588661.0,כָּל־יְמֵ֣י רָ֭שָׁע ה֣וּא מִתְחֹולֵ֑ל ,Main,Q,ptcp,Ptcp,unknown,XJL[,,,,,,,,,
339956,498560.0,588665.0,לֹא־יַאֲמִ֣ין ,Main,Q,yqtl,xYq0,p3,>MN[,498566.0,588671.0,כִּֽי־נָכֹ֖ון בְּיָדֹ֣ו יֹֽום־חֹֽשֶׁךְ׃ ,SubArg,Q,ptcp,Ptcp,unknown,KWN[
339975,498568.0,588673.0,תִּ֝תְקְפֵ֗הוּ כְּמֶ֤לֶךְ׀ ,Main,Q,yqtl,ZYq0,p3,TQP[,498571.0,588676.0,וְאֶל־שַׁ֝דַּ֗י יִתְגַּבָּֽר׃ ,Main,Q,yqtl,WxY0,p3,GBR[
339992,498570.0,588675.0,כִּֽי־נָטָ֣ה אֶל־אֵ֣ל יָדֹ֑ו ,SubAdv,Q,qtl,xQt0,p3,NVH[,498574.0,588679.0,וַיַּ֖עַשׂ פִּימָ֣ה עֲלֵי־כָֽסֶל׃ ,Main,Q,wayq,Way0,p3,<FH[
340010,498576.0,588681.0,בָּ֭תִּים ,Main,Q,Ø,Ellp,,,,,,,,,,,
340043,498585.0,588690.0,אַל־יַאֲמֵ֣ן בַּשָּׁ֣יו ,Main,Q,yqtl,xYq0,p3,>MN[,,,,,,,,,
340055,498588.0,588693.0,בְּֽלֹא־יֹ֭ומֹו תִּמָּלֵ֑א ,Main,Q,yqtl,xYq0,p3,ML>[,,,,,,,,,
340073,498592.0,588697.0,כִּֽי־עֲדַ֣ת חָנֵ֣ף גַּלְמ֑וּד ,SubAdv,Q,Ø,AjCl,,,,,,,,,,,
340090,498598.0,588703.0,וַיֹּאמַֽר׃ ,Main,N,wayq,Way0,p3,>MR[,498600.0,588705.0,מְנַחֲמֵ֖י עָמָ֣ל כֻּלְּכֶֽם׃ ,Main,Q,Ø,NmCl,,
340144,498599.0,588704.0,שָׁמַ֣עְתִּי כְאֵ֣לֶּה רַבֹּ֑ות ,Main,Q,qtl,ZQt0,p1,CM<[,498615.0,588720.0,הֲ֝שִׁמֹּ֗ותָ כָּל־עֲדָתִֽי׃ ,Main,Q,qtl,ZQt0,p2,CMM[
340145,498614.0,588719.0,אַךְ־עַתָּ֥ה הֶלְאָ֑נִי ,Main,Q,qtl,xQt0,p3,L>H[,498616.0,588721.0,וַֽ֭תִּקְמְטֵנִי ,Main,Q,wayq,Way0,p2,QMV[
340152,498614.0,588719.0,אַךְ־עַתָּ֥ה הֶלְאָ֑נִי ,Main,Q,qtl,xQt0,p3,L>H[,498618.0,588723.0,וַיָּ֥קָם בִּ֥י כַ֝חֲשִׁ֗י ,Main,Q,wayq,WayX,p3,QWM[
340161,498617.0,588722.0,לְעֵ֣ד הָיָ֑ה ,Main,Q,qtl,xQt0,p3,HJH[,498621.0,588726.0,וַֽיִּשְׂטְמֵ֗נִי ,Main,Q,wayq,Way0,p3,FVM[
340164,498620.0,588725.0,אַפֹּ֤ו טָרַ֨ף׀ ,Main,Q,qtl,XQtl,p3,VRP[,498623.0,588728.0,צָרִ֓י׀ יִלְטֹ֖ושׁ עֵינָ֣יו לִֽי׃ ,Main,Q,yqtl,XYqt,p3,LVC[
340172,498623.0,588728.0,צָרִ֓י׀ יִלְטֹ֖ושׁ עֵינָ֣יו לִֽי׃ ,Main,Q,yqtl,XYqt,p3,LVC[,498625.0,588730.0,בְּ֭חֶרְפָּה הִכּ֣וּ לְחָיָ֑י ,Main,Q,qtl,xQt0,p3,NKH[
340178,498624.0,588729.0,פָּעֲר֬וּ עָלַ֨י׀ בְּפִיהֶ֗ם ,Main,Q,qtl,ZQt0,p3,P<R[,498626.0,588731.0,יַ֝֗חַד עָלַ֥י יִתְמַלָּאֽוּן׃ ,Main,Q,yqtl,xYq0,p3,ML>[
340193,498627.0,588732.0,יַסְגִּירֵ֣נִי אֵ֭ל אֶ֣ל עֲוִ֑יל ,Main,Q,yqtl,ZYqX,p3,SGR[,498630.0,588735.0,וַֽיְפַרְפְּרֵ֗נִי ,Main,Q,wayq,Way0,p3,PRR=[
340230,498629.0,588734.0,שָׁ֘לֵ֤ו הָיִ֨יתִי׀ ,Main,Q,qtl,xQt0,p1,HJH[,498641.0,588746.0,וְעֹלַ֖לְתִּי בֶעָפָ֣ר קַרְנִֽי׃ ,Main,Q,wqtl,WQt0,p1,<LL=[
340240,498640.0,588745.0,שַׂ֣ק תָּ֭פַרְתִּי עֲלֵ֣י גִלְדִּ֑י ,Main,Q,qtl,xQt0,p1,TPR[,498643.0,588748.0,וְעַ֖ל עַפְעַפַּ֣י צַלְמָֽוֶת׃ ,Main,Q,Ø,NmCl,,
340281,498651.0,588756.0,בַשָּׁמַ֣יִם עֵדִ֑י ,Main,Q,Ø,NmCl,,,498655.0,588760.0,וְיֹוכַ֣ח לְגֶ֣בֶר עִם־אֱלֹ֑והַּ ,Main,Q,yqtl,WYq0,p3,JKX[
340304,,,,,,,,,,498661.0,588767.0,יָמַ֥י נִזְעָ֗כוּ ,Main,Q,qtl,XQtl,p3,Z<K[
